Number;Text;Flag
500717;A small piece of paper seems to be wedged beneath the throne.;Original
500718;You seem not to be able to free the note, but upon it you see the writing: 3-4-1-5.;Original
500719;else what?;Original
500720;You don't have enough room in your backpack!;Original
500721;Target cannot be seen.;Original
500722;You don't have enough room in your backpack!;Original
500723;As a young player, you may not cast beneficial spells onto older players.;Original
500724;As a young player, you may not cast beneficial spells onto older players.;Original
500725;Now begone with yer ugly face;Original
500726;Ahh!  A ghost is touching me!;Original
500727;Ye must join a faction before I can serve ye.;Original
500728;Argh!  Cursed enemy making me fetch ye things!;Original
500729;Ahhh!  Enemy Faction!!  Save me!;Original
500730;You must join a Team in order to capture this flag.;Original
500731;Ghosts cannot capture a flag.;Original
500732;This flag cannot be captured right now.;Original
500733;You cannot capture your own flag!;Original
500734;You are not close enough to capture.;Original
500735;Don't play with things you don't know about.;Original
500736;You have resigned from your faction.  You will not be able to join another faction for a while.;Original
500737;Canceled resignation.;Original
500738;Due to your propensity to kill your own teammates, you have been expelled from your faction.  You will not be able to join another faction for a while.;Original
500739;You just killed your own teammate!;Original
500740;You will be expelled from your faction if you kill one more teammate.;Original
500741;You scored a kill for your Faction!;Original
500742;You will be expelled from your faction if you kill one more of your teammates.;Original
500743;Killing your own teammates can result in expulsion from your faction.;Original
500744;You will not be able to change factions for one hour.;Original
500745;You may resign by saying 'I resign from my faction';Original
500746;Canceled teleportation.;Original
500747;You cannot currently join this faction because it is too full.  Perhaps try another faction or try again later to join this faction.;Original
500748;You are already on this faction.;Original
500749;You cannot join this faction within one hour of joining or resigning from another faction.;Original
500750;You must be a part of this faction in order to ressurect here.;Original
500751;Try holding a knife...;Original
500752;BULLSEYE! 50 Points!;Original
500753;Just missed the center! 20 points.;Original
500754;10 point shot.;Original
500755;5 pointer.;Original
500756;1 point.  Bad throw.;Original
500757;Missed.;Original
500758;Select object to debug:;Original
500759;The brazier fizzes and pops, but nothing seems to happen.;Original
500760;The brazier fizzes and pops, but nothing seems to happen.;Original
500761;Heed this warning well, and use this brazier at your own peril.;Original
500762;This chest seems to be locked.;Original
500763;CLICK;Original
500764;RECLICK;Original
500765;BUG - NOT TELEPORTING;Original
500766;Disarmed;Original
500767;Reloaded;Original
500768;Thou shant not fear, the dangers near, sword, mind and nimble feet shall clear.;Original
500769;A warrior in thee, I see, for the depths of this place should challenge thee.;Original
500770;Strong of mind, must bind, the tricks of the depths that ye shall find.;Original
500771;Nimble of feet, thou shall defeat, what traps of the depths ye mayhaps meet.;Original
500772;The dangers one must decide, they do reside, and fear might be thy only guide.;Original
500773;Crying shame, 'twas but a game, only thee might uncover the philosopher's name.;Original
500774;'Tis but a shame, the secret remains, in the depths of this deep and dark domain.;Original
500775;Fear thee well,;Original
500776;Thou canst not tell,;Original
500777;What beast shall feast,;Original
500778;Once thou hast fell.;Original
500779;Strength in thy arm,;Original
500780;Swift in thy feet,;Original
500781;Thy mind shant not flee,;Original
500782;Your fate doth swirl, I canst not see.;Original
500783;Your fate doth swirl, I canst not see.;Original
500784;Disarming;Original
500785;Reloading;Original
500786;Disarmed;Original
500787;Reloaded;Original
500788;This door appears to be locked.;Original
500789;SOUND EFFECT;Original
500790;SOUND EFFECT;Original
500791;returning;Original
500792;An overwhelming stench churns your stomach.;Original
500793;Found floortile already present;Original
500794;Your counselor status has been removed.;Original
500795;without renewing until your counselor status is removed.;Original
500796;To continue being a Counselor, please re-apply to the web page;Original
500797;under Help and Guidance / Playguide / Counselors.;Original
500798;Enter OBJ_NUM, (X, Y) (X, Y);Original
500799;Object Deletion cancelled.;Original
500800;Format for operations area incorrect.;Original
500801;A sense of warmth fills your body!;Original
500802;A feeling of power surges through your veins!;Original
500803;You feel as though you've slept for days!;Original
500804;A sense of warmth fills your body!;Original
500805;A feeling of power surges through your veins!;Original
500806;You feel as though you've slept for days!;Original
500807;You feel completely rejuvinated!;Original
500808;You have the object variable I'm looking for.;Original
500809;transTo was not valid;Original
500810;No Trap Location Variable.;Original
500811;No Trap Location Variable.;Original
500812;say 'x1 y1 x2 y2' to use this;Original
500813;[trapped];Original
500814;You have been revealed!;Original
500815;You detect that some rest is in order.;Original
500816;You have been revealed!;Original
500817;You can see nothing hidden there.;Original
500818;You find nothing else in your house.;Original
500819;Where will you search?;Original
500820;Someone else is already using those dice.;Original
